DATE,VIX_OPEN,VIX_HIGH,VIX_LOW,VIX_CLOSE
2012-12-17,14.23,15.06,13.42,14.92
2012-12-18,14.92,14.92,14.07,14.44
2012-12-19,14.44,14.64,13.28,14.47
2012-12-20,14.47,14.9,13.77,14.32
2012-12-21,14.32,15.06,13.77,14.63
2012-12-24,14.63,15.15,14.15,14.49
2012-12-26,14.49,14.98,14.03,14.1
2012-12-27,14.1,14.34,13.62,13.74
2012-12-28,13.74,13.83,13.46,13.63
2012-12-31,13.63,14.97,13.63,14.95
2013-01-01,14.95,14.95,13.64,13.69
2013-01-02,13.69,13.91,12.99,13.71
2013-01-03,13.71,13.94,13.22,13.47
2013-01-04,13.47,13.63,13.28,13.37
2013-01-07,13.37,14.04,13.37,13.92
2013-01-08,13.92,14.06,13.21,13.27
2013-01-09,13.27,13.56,12.58,13.32
2013-01-10,13.32,13.63,12.85,13.27
2013-01-11,13.27,13.35,12.83,13.23
2013-01-14,13.23,14.02,13.22,13.7
2013-01-15,13.7,14.0,13.34,13.58
2013-01-16,13.58,14.14,13.06,13.99
2013-01-17,13.99,14.25,13.66,14.01
2013-01-18,14.01,14.26,13.25,13.89
2013-01-21,13.89,14.39,13.63,13.66
2013-01-22,13.66,14.06,12.9,13.89
2013-01-23,13.89,14.28,13.13,13.67
2013-01-24,13.67,14.55,12.84,14.46
2013-01-25,14.46,14.98,14.32,14.77
2013-01-28,14.77,15.49,14.41,15.17
2013-01-29,15.17,15.28,14.28,14.47
2013-01-30,14.47,14.68,14.05,14.38
2013-01-31,14.38,14.54,13.65,14.13
2013-02-01,14.13,14.18,13.76,13.76
2013-02-04,13.76,14.62,13.51,14.34
2013-02-05,14.34,14.83,14.11,14.61
2013-02-06,14.61,14.61,14.1,14.26
2013-02-07,14.26,14.89,13.56,14.89
2013-02-08,14.89,15.22,13.75,15.16
2013-02-11,15.16,15.74,14.96,15.65
2013-02-12,15.65,15.71,14.98,15.31
2013-02-13,15.31,15.31,14.47,15.14
2013-02-14,15.14,15.52,14.67,15.09
2013-02-15,15.09,15.49,14.13,15.24
2013-02-18,15.24,16.61,15.24,16.29
2013-02-19,16.29,16.5,15.48,15.81
2013-02-20,15.81,16.01,14.88,15.6
2013-02-21,15.6,17.25,15.25,16.94
2013-02-22,16.94,17.29,16.36,16.79
2013-02-25,16.79,17.33,16.61,16.73
2013-02-26,16.73,17.6,16.47,17.36
2013-02-27,17.36,17.36,16.11,16.23
2013-02-28,16.23,16.23,14.59,14.86
2013-03-01,14.86,15.09,13.93,14.06
2013-03-04,14.06,14.51,13.67,13.67
2013-03-05,13.67,13.74,13.22,13.39
2013-03-06,13.39,13.6,12.9,13.4
2013-03-07,13.4,13.62,12.83,13.07
2013-03-08,12.85,13.58,12.85,13.34
2013-03-11,13.34,14.32,13.12,14.25
2013-03-12,14.25,15.67,13.7,15.13
2013-03-13,15.13,16.43,14.69,16.2
2013-03-14,16.2,17.16,14.58,14.66
2013-03-15,14.66,15.29,14.19,15.16
2013-03-18,15.16,16.59,15.16,15.85
2013-03-19,15.85,17.84,14.83,16.71
2013-03-20,16.71,17.44,16.17,16.66
2013-03-21,16.66,17.24,15.9,16.51
2013-03-22,16.51,16.51,15.45,15.54
2013-03-25,15.54,16.36,14.92,16.36
2013-03-26,16.36,16.84,15.64,15.8
2013-03-28,15.8,16.2,15.22,15.22
2013-04-01,15.22,15.85,14.8,14.85
2013-04-02,14.85,15.09,14.1,14.1
2013-04-03,14.1,15.06,13.84,14.87
2013-04-04,14.87,16.08,14.8,15.85
2013-04-05,15.85,16.47,15.23,16.16
2013-04-08,15.67,16.96,15.67,16.77
2013-04-09,15.82,17.26,15.82,16.82
2013-04-10,16.82,17.43,16.03,16.49
2013-04-11,16.49,17.59,15.99,16.97
2013-04-12,16.97,17.26,16.33,16.45
2013-04-15,16.45,17.07,16.24,16.61
2013-04-16,16.61,16.8,16.04,16.25
2013-04-17,16.25,16.58,15.76,16.36
2013-04-18,16.36,16.49,15.21,15.36
2013-04-22,15.36,17.25,15.36,16.22
2013-04-23,16.22,16.45,14.63,15.07
2013-04-25,15.07,15.58,13.87,14.2
2013-04-26,14.6,14.6,13.84,13.88
2013-04-29,13.88,14.72,13.88,14.33
2013-04-30,14.33,15.64,13.81,15.1
2013-05-02,15.1,16.73,15.1,16.28
2013-05-03,16.28,16.55,15.43,15.55
2013-05-06,15.55,16.59,15.53,15.84
2013-05-07,15.84,16.53,15.56,16.5
2013-05-08,16.5,17.22,16.01,16.76
2013-05-09,16.76,17.15,16.53,16.6
2013-05-10,16.6,17.13,16.4,16.86
2013-05-11,16.86,16.89,15.85,16.84
2013-05-13,16.84,17.79,16.77,17.51
2013-05-14,16.53,17.7,16.53,17.17
2013-05-15,17.17,18.16,16.54,18.13
2013-05-16,18.13,18.52,17.46,17.74
2013-05-17,17.74,17.83,16.76,17.57
2013-05-20,17.57,17.99,17.3,17.71
2013-05-21,16.99,18.22,16.99,17.88
2013-05-22,17.88,18.03,16.95,17.72
2013-05-23,17.72,19.36,16.96,18.73
2013-05-24,18.73,18.8,17.61,17.7
2013-05-27,17.7,18.04,16.68,17.03
2013-05-28,17.03,17.62,16.63,17.12
2013-05-29,16.79,17.87,16.79,17.86
2013-05-30,17.86,17.86,15.84,16.04
2013-05-31,16.04,17.21,15.88,16.99
2013-06-03,16.99,17.92,16.99,17.29
2013-06-04,17.29,17.55,16.72,17.26
2013-06-05,16.79,17.5,16.78,16.78
2013-06-06,16.78,17.52,16.59,17.35
2013-06-07,17.35,17.51,16.78,17.35
2013-06-10,17.35,18.63,17.04,18.11
2013-06-11,17.41,19.59,17.41,19.49
2013-06-12,19.49,19.85,18.75,18.85
2013-06-13,18.85,19.77,17.76,19.44
2013-06-14,19.44,19.44,17.65,18.35
2013-06-17,18.28,19.35,18.13,18.18
2013-06-18,17.89,18.85,17.89,18.29
2013-06-19,18.29,18.68,17.75,18.46
2013-06-20,18.46,19.74,17.85,19.19
2013-06-21,19.19,19.73,18.19,19.03
2013-06-24,19.03,21.79,18.48,21.01
2013-06-25,21.01,22.11,20.33,21.14
2013-06-26,21.14,21.22,20.08,21.07
2013-06-27,21.07,21.07,18.62,18.85
2013-06-28,18.85,18.85,17.62,17.95
2013-07-01,17.95,18.72,17.95,18.09
2013-07-02,18.09,18.55,17.98,18.21
2013-07-03,18.21,19.13,17.81,18.91
2013-07-04,18.91,19.0,18.0,18.58
2013-07-05,18.58,19.01,17.75,18.67
2013-07-08,18.67,19.85,18.38,19.34
2013-07-09,19.34,19.53,18.41,19.32
2013-07-10,19.32,20.11,18.33,19.98
2013-07-11,19.98,19.98,18.13,18.89
2013-07-12,18.89,18.96,17.68,18.69
2013-07-15,18.69,19.54,17.63,18.79
2013-07-16,18.79,19.82,17.79,18.99
2013-07-17,18.99,19.59,17.76,19.36
2013-07-18,19.36,19.4,18.07,18.27
2013-07-19,18.27,18.28,17.71,18.13
2013-07-22,18.03,18.66,17.62,17.63
2013-07-23,17.63,17.63,16.43,16.72
2013-07-24,16.72,18.05,16.6,16.91
2013-07-25,16.98,17.09,16.18,16.72
2013-07-26,16.54,17.05,16.27,16.78
2013-07-29,16.78,18.42,16.78,18.25
2013-07-30,18.25,18.46,17.06,18.12
2013-07-31,18.12,19.29,18.12,18.77
2013-08-01,18.77,20.9,17.72,19.81
2013-08-02,19.81,21.22,19.0,20.89
2013-08-05,20.89,21.62,20.56,20.8
2013-08-06,20.8,22.75,20.32,22.73
2013-08-07,22.73,23.28,21.86,22.04
2013-08-08,22.04,22.04,20.59,21.19
2013-08-12,21.19,21.99,20.17,21.28
2013-08-13,20.26,21.11,19.07,19.26
2013-08-14,19.26,19.62,18.27,18.7
2013-08-16,18.7,24.76,18.07,23.64
2013-08-19,23.64,26.99,23.64,25.59
2013-08-20,25.59,27.43,24.86,27.23
2013-08-21,27.23,29.96,24.25,28.09
2013-08-22,28.09,29.86,27.99,27.68
2013-08-23,27.68,27.84,25.34,25.75
2013-08-26,25.75,27.43,24.72,26.38
2013-08-27,26.38,30.04,25.97,29.42
2013-08-28,29.42,36.02,29.42,32.38
2013-08-29,32.38,32.44,28.83,29.41
2013-08-30,29.41,30.31,27.11,27.81
2013-09-02,27.81,28.55,26.97,27.55
2013-09-03,27.55,32.66,26.76,32.49
2013-09-04,32.49,33.02,30.83,31.11
2013-09-05,31.11,31.11,27.51,28.53
2013-09-06,28.53,29.28,27.63,28.65
2013-09-10,28.65,29.52,27.09,29.44
2013-09-11,29.44,31.16,28.48,29.75
2013-09-12,29.75,30.8,26.7,29.71
2013-09-13,29.71,29.71,28.17,28.29
2013-09-16,28.29,29.67,25.9,28.82
2013-09-17,28.82,29.58,27.6,27.93
2013-09-18,27.93,28.49,26.99,27.69
2013-09-19,23.62,25.36,23.56,24.5
2013-09-20,24.5,26.18,23.4,24.73
2013-09-23,24.73,27.24,24.73,27.02
2013-09-24,27.02,28.49,26.27,26.72
2013-09-25,26.72,27.05,25.05,25.68
2013-09-26,25.68,25.8,23.57,24.0
2013-09-27,24.0,25.24,23.36,24.06
2013-09-30,25.0,26.65,24.91,26.65
2013-10-01,26.65,28.02,25.74,25.77
2013-10-03,25.77,25.89,24.93,25.17
2013-10-04,24.5,26.74,24.5,26.13
2013-10-07,26.13,27.93,26.13,26.83
2013-10-08,26.83,27.38,24.65,26.55
2013-10-09,26.03,27.16,25.75,25.87
2013-10-10,25.87,26.95,25.02,25.88
2013-10-11,23.08,25.42,23.08,23.59
2013-10-14,23.59,24.42,22.72,22.85
2013-10-15,22.85,23.99,20.91,23.24
2013-10-17,23.24,23.24,21.02,21.06
2013-10-18,21.06,21.06,19.32,20.12
2013-10-21,19.16,21.1,19.16,20.18
2013-10-22,20.18,20.43,19.21,19.96
2013-10-23,19.96,20.79,18.76,20.35
2013-10-24,20.35,21.27,19.2,20.64
2013-10-25,20.64,21.04,19.87,20.42
2013-10-28,20.42,21.56,20.11,21.29
2013-10-29,21.29,21.54,19.6,19.76
2013-10-30,19.76,20.06,18.84,19.53
2013-10-31,19.53,19.75,18.21,18.39
2013-11-01,18.39,19.39,17.86,18.64
2013-11-03,18.64,19.53,18.24,19.49
2013-11-05,19.49,20.26,19.28,19.94
2013-11-06,19.94,20.46,18.55,20.25
2013-11-07,20.25,20.63,19.62,19.87
2013-11-08,19.87,20.49,19.16,19.64
2013-11-11,19.64,20.71,19.32,19.98
2013-11-12,19.98,20.86,18.73,20.86
2013-11-13,20.86,21.12,20.15,20.45
2013-11-14,18.62,19.6,18.58,19.26
2013-11-18,19.26,19.55,17.48,18.82
2013-11-19,17.7,19.39,17.7,19.3
2013-11-20,19.3,20.88,18.24,20.83
2013-11-21,20.83,22.36,19.76,21.14
2013-11-22,21.14,21.32,19.97,20.04
2013-11-25,20.04,21.27,19.49,21.05
2013-11-26,21.05,22.01,20.3,21.59
2013-11-27,21.59,22.01,20.54,21.14
2013-11-28,20.18,20.91,20.18,20.71
2013-11-29,20.37,21.53,20.25,21.38
2013-12-02,21.38,23.36,21.3,23.36
2013-12-03,23.36,25.09,22.96,24.72
2013-12-04,24.72,25.45,23.34,23.71
2013-12-05,20.58,22.07,20.08,21.68
2013-12-06,21.68,22.36,21.08,22.21
2013-12-09,22.21,22.21,18.09,19.16
2013-12-10,19.16,19.16,17.96,17.98
2013-12-11,17.98,18.53,17.08,17.54
2013-12-12,17.03,17.93,17.03,17.74
2013-12-13,16.79,18.0,16.79,17.84
2013-12-16,17.84,18.76,17.54,18.36
2013-12-17,18.36,18.61,17.13,18.33
2013-12-18,18.33,18.46,17.06,17.54
2013-12-19,17.54,17.54,15.63,16.58
2013-12-20,16.58,16.72,15.51,16.02
2013-12-23,16.02,17.13,15.91,16.26
2013-12-24,16.26,16.94,15.52,15.58
2013-12-26,15.58,16.27,14.62,14.88
2013-12-27,14.88,15.51,14.62,14.66
2013-12-30,14.66,15.52,14.66,15.08
2013-12-31,15.08,15.44,14.75,15.12
2014-01-01,15.12,15.58,15.1,15.58
2014-01-02,15.58,16.97,15.33,16.55
2014-01-03,16.55,17.32,15.79,15.87
2014-01-06,15.87,16.91,15.87,16.5
2014-01-07,16.5,16.91,16.1,16.32
2014-01-08,16.32,16.48,15.82,16.32
2014-01-09,16.32,16.64,15.9,16.18
2014-01-10,16.18,16.37,15.02,15.58
2014-01-13,15.58,16.03,14.61,15.95
2014-01-14,15.95,16.27,15.13,15.74
2014-01-15,15.74,15.88,14.7,15.42
2014-01-16,15.42,15.82,14.4,15.54
2014-01-17,15.54,15.83,14.1,15.41
2014-01-20,15.41,16.07,14.77,15.35
2014-01-21,15.35,15.71,13.88,15.55
2014-01-22,15.55,15.87,14.92,15.85
2014-01-23,15.85,16.03,15.14,15.58
2014-01-24,15.58,16.18,15.24,15.83
2014-01-27,15.83,18.67,15.83,18.67
2014-01-28,18.67,18.72,17.61,17.72
2014-01-29,17.72,18.15,16.73,18.04
2014-01-30,18.04,18.34,17.07,17.25
2014-01-31,17.25,17.33,16.64,16.82
2014-02-03,16.82,18.34,16.82,18.27
2014-02-04,18.27,19.82,18.05,18.69
2014-02-05,18.69,20.09,17.74,18.93
2014-02-06,18.93,20.23,18.0,18.94
2014-02-07,18.94,19.11,17.7,18.55
2014-02-10,18.55,19.2,17.58,19.05
2014-02-11,19.05,19.05,17.4,18.63
2014-02-12,18.63,18.63,16.12,17.43
2014-02-13,17.43,17.96,15.22,17.8
2014-02-14,17.8,17.83,15.61,16.66
2014-02-17,16.66,17.02,15.54,15.83
2014-02-18,15.83,15.83,13.68,15.41
2014-02-19,15.41,15.41,14.05,15.07
2014-02-20,15.07,15.72,14.27,15.16
2014-02-21,15.16,15.16,13.88,14.04
2014-02-24,14.04,14.8275,13.685,14.3575
2014-02-25,14.3575,14.3575,13.5325,13.95
2014-02-26,13.95,14.195,13.2375,13.955
2014-02-28,13.955,14.87,13.545,14.1775
2014-03-03,14.1775,15.7325,13.9425,15.2825
2014-03-04,15.2825,15.3675,13.9275,14.3925
2014-03-05,14.3925,14.4325,13.335,13.8425
2014-03-06,13.8425,14.6425,12.5,14.475
2014-03-07,14.475,16.905,13.2625,16.72
2014-03-10,16.72,17.9875,15.95,17.7775
2014-03-11,17.7775,17.9225,14.2675,17.325
2014-03-12,17.325,17.44,16.0875,17.04
2014-03-13,17.04,17.0825,14.65,16.82
2014-03-14,16.82,17.2875,14.2875,16.4475
2014-03-18,16.4475,17.555,15.73,17.1275
2014-03-19,17.1275,17.325,15.6675,16.8825
2014-03-20,16.8825,17.145,15.4125,16.91
2014-03-21,16.91,16.91,14.3875,16.185
2014-03-22,16.185,16.185,13.135,15.875
2014-03-24,15.875,17.2,15.235,16.5375
2014-03-25,16.5375,17.1275,15.415,16.92
2014-03-26,16.92,18.2525,15.72,17.765
2014-03-27,17.765,18.725,17.235,18.3725
2014-03-28,18.3725,19.15,17.095,18.63
2014-03-31,18.63,21.8,17.49,21.6225
2014-04-01,21.6225,21.6725,19.5425,20.685
2014-04-02,20.685,21.295,16.8575,21.2125
2014-04-03,21.2125,22.3125,17.3075,22.1075
2014-04-04,22.1075,22.83,16.6675,22.6875
2014-04-07,22.6875,25.49,17.6925,24.9525
2014-04-09,24.9525,27.0875,22.3925,26.9125
2014-04-10,26.9125,29.71,21.11,28.7175
2014-04-11,28.7175,29.48,20.825,29.185
2014-04-15,29.185,32.62,22.8725,31.875
2014-04-16,31.875,32.0775,21.675,31.16
2014-04-17,31.16,31.33,21.645,30.8525
2014-04-21,30.8525,38.0425,30.8525,34.385
2014-04-22,34.385,37.23,32.94,33.355
2014-04-23,33.355,34.25,28.07,31.1325
2014-04-25,31.1325,32.98,30.115,30.68
2014-04-28,30.68,31.925,30.5025,31.385
2014-04-29,31.385,32.435,30.4925,31.05
2014-04-30,31.05,31.4625,30.025,30.5925
2014-05-02,30.5925,33.4225,29.1825,33.055
2014-05-05,33.055,35.305,30.9875,34.1875
2014-05-06,34.1875,34.3025,31.365,33.2675
2014-05-07,33.2675,34.455,30.3125,33.6125
2014-05-08,33.6125,35.01,29.61,34.3
2014-05-09,34.3,38.9575,32.6775,37.705
2014-05-12,37.705,39.3,33.815,37.105
2014-05-13,37.105,37.105,28.245,32.0475
2014-05-14,32.0475,32.995,28.61,32.42
2014-05-15,32.42,37.48,31.1375,36.765
2014-05-16,36.765,36.765,21.7375,24.2925
2014-05-19,24.2925,24.2925,19.62,20.63
2014-05-20,20.63,21.13,16.17,19.2325
2014-05-21,19.2325,19.2325,14.5575,17.91
2014-05-22,17.91,18.6825,14.7575,17.835
2014-05-23,17.835,18.1025,13.9675,17.705
2014-05-26,17.705,20.5975,14.59,19.84
2014-05-27,19.84,21.415,17.775,19.1
2014-05-28,19.1,19.5575,17.3375,17.5575
2014-05-29,17.5575,17.775,16.17,16.69
2014-05-30,16.69,16.9475,15.8725,16.335
2014-06-02,16.335,17.1025,15.7125,16.4975
2014-06-03,16.4975,16.895,15.1625,15.795
2014-06-04,15.795,15.92,14.4425,15.565
2014-06-05,15.565,16.0425,14.125,15.4475
2014-06-06,15.4475,16.455,13.7425,15.9825
2014-06-09,15.9825,17.4225,14.6325,17.095
2014-06-10,17.095,18.125,14.385,16.6625
2014-06-11,16.6625,17.5,14.0025,17.06
2014-06-12,17.06,17.4825,15.69,16.9025
2014-06-13,16.9025,17.9625,14.5175,17.7625
2014-06-16,17.7625,18.535,15.255,17.9825
2014-06-17,17.9825,18.4775,16.605,17.695
2014-06-18,17.695,19.135,14.55,18.58
2014-06-19,18.58,19.375,16.9575,18.7425
2014-06-20,18.7425,19.245,15.5925,18.8475
2014-06-23,18.8475,19.535,17.815,18.9625
2014-06-24,18.9625,20.605,18.68,19.1875
2014-06-25,19.1875,20.1175,18.105,18.3125
2014-06-26,18.3125,18.4975,17.1025,17.7025
2014-06-27,17.7025,18.37,17.375,17.6275
2014-06-30,17.6275,18.4525,17.5925,17.8725
2014-07-01,17.8725,18.15,17.24,17.6625
2014-07-02,17.6625,17.79,17.09,17.57
2014-07-03,17.57,18.2625,17.2325,17.805
2014-07-04,17.805,18.685,17.06,18.155
2014-07-07,18.155,19.575,17.5525,19.4075
2014-07-08,19.4075,19.9475,18.155,19.18
2014-07-09,19.18,19.305,18.01,18.1875
2014-07-10,18.1875,18.1875,15.41,15.965
2014-07-11,15.965,16.0225,14.845,15.7225
2014-07-14,15.7225,16.7075,14.9825,15.5625
2014-07-15,15.5625,15.5625,13.8425,14.7675
2014-07-16,14.7675,15.0825,13.815,14.73
2014-07-17,14.73,15.18,11.9425,14.965
2014-07-18,14.965,15.5275,12.9775,15.095
2014-07-21,15.095,15.505,13.625,14.8975
2014-07-22,14.8975,14.8975,12.2475,14.64
2014-07-23,14.64,15.095,12.465,14.69
2014-07-24,14.69,15.1475,12.4375,14.72
2014-07-25,14.72,14.9975,12.7775,14.22
2014-07-28,14.22,15.1,14.105,14.3225
2014-07-30,14.3225,14.76,13.6925,13.8875
2014-07-31,13.8875,14.0675,13.125,13.8225
2014-08-01,13.8225,15.38,13.7125,15.22
2014-08-04,15.22,15.4725,14.3075,14.815
2014-08-05,14.815,14.815,13.6675,13.9475
2014-08-06,13.9475,14.565,12.9175,14.2975
2014-08-07,14.2975,14.455,13.02,14.1375
2014-08-08,14.1375,15.18,13.025,14.6175
2014-08-11,14.6175,14.7625,13.4825,13.9975
2014-08-12,13.9975,14.4275,12.33,13.4675
2014-08-13,13.4675,14.0875,12.72,13.7625
2014-08-14,13.7625,13.7625,11.8375,13.22
2014-08-18,13.22,14.195,11.9775,13.5025
2014-08-19,13.5025,14.2075,11.945,13.905
2014-08-20,13.905,14.33,12.4575,13.66
2014-08-21,13.66,14.36,12.0075,13.7325
2014-08-22,13.7325,13.9725,12.2025,13.62
2014-08-25,13.62,14.165,12.0075,13.7875
2014-08-26,13.7875,14.52,13.28,13.9025
2014-08-27,13.9025,13.9025,12.7425,13.0625
2014-08-28,13.0625,14.345,12.325,13.0675
2014-09-01,13.0675,13.675,12.8575,13.53
2014-09-02,13.53,13.91,12.485,13.4475
2014-09-03,13.4475,13.9525,12.5675,13.3925
2014-09-04,13.3925,13.615,12.3975,13.0775
2014-09-05,13.0775,13.3075,12.305,12.935
2014-09-08,12.935,13.0725,12.1775,12.7925
2014-09-09,12.7925,13.0425,11.0125,12.7575
2014-09-10,12.7575,13.11,11.805,12.93
2014-09-11,12.93,13.14,11.815,12.5175
2014-09-12,12.5175,12.62,11.3975,12.365
2014-09-15,12.365,13.3625,12.0375,13.255
2014-09-16,13.255,13.7325,12.0475,13.2825
2014-09-17,13.2825,13.2825,11.2625,12.9475
2014-09-18,12.9475,12.9475,11.05,12.325
2014-09-19,12.325,12.4025,11.3825,11.8875
2014-09-22,11.8875,12.4375,10.315,11.565
2014-09-23,11.565,12.8725,11.08,12.41
2014-09-24,12.41,13.515,11.8875,12.535
2014-09-25,12.535,13.8825,11.58,13.2975
2014-09-26,13.2975,14.8325,12.5375,12.9275
2014-09-29,12.9275,14.2275,12.7675,13.385
2014-09-30,13.385,13.5675,12.7225,13.145
2014-10-01,13.145,13.4775,12.8325,13.0
2014-10-07,13.0,14.57,13.0,14.4625
2014-10-08,14.4625,14.8475,13.675,14.1125
2014-10-09,14.1125,14.1125,12.7475,13.155
2014-10-10,13.155,14.455,12.445,14.33
2014-10-13,14.33,15.23,14.0725,14.5
2014-10-14,14.5,15.3025,12.9325,14.5925
2014-10-16,14.5925,16.885,14.32,16.4325
2014-10-17,16.4325,16.855,14.7375,16.4
2014-10-20,16.4,16.4,12.94,14.19
2014-10-21,14.19,14.19,11.98,13.33
2014-10-22,13.33,13.33,12.04,13.03
2014-10-23,13.03,13.115,11.845,12.8625
2014-10-27,12.8625,13.795,11.9225,13.515
2014-10-28,13.515,13.655,12.035,13.3225
2014-10-29,13.3225,13.595,12.54,13.005
2014-10-30,13.005,13.4575,11.7625,13.265
2014-10-31,13.265,13.76,12.215,13.295
2014-11-03,13.295,13.945,12.455,13.7375
2014-11-05,13.7375,14.32,12.49,13.755
2014-11-07,13.755,14.7025,13.1225,14.11
2014-11-10,14.11,17.21,12.975,13.93
2014-11-11,13.93,15.485,12.72,14.8
2014-11-12,14.8,14.8,12.5875,14.435
2014-11-13,14.435,14.435,12.7125,13.8
2014-11-14,13.8,14.2,11.3825,13.9725
2014-11-17,13.9725,14.91,11.48,14.41
2014-11-18,14.41,14.905,10.84,14.065
2014-11-19,14.065,14.6325,10.245,14.345
2014-11-20,14.345,14.355,11.905,14.165
2014-11-21,14.165,15.145,11.05,13.8525
2014-11-24,13.8525,13.8525,9.3475,13.0175
2014-11-25,13.0175,14.2475,11.4525,13.525
2014-11-26,13.525,13.5375,10.6075,12.985
2014-11-27,12.985,13.1175,11.65,12.7425
2014-11-28,12.7425,13.125,11.595,12.8975
2014-12-01,12.8975,13.615,12.1975,13.2025
2014-12-02,13.2025,13.3325,12.205,12.395
2014-12-03,12.395,12.6075,11.2875,12.3675
2014-12-04,12.3675,12.635,10.715,12.445
2014-12-05,12.445,12.445,11.325,11.95
2014-12-08,11.95,12.6525,11.2275,12.2075
2014-12-09,12.2075,13.0825,10.8225,12.495
2014-12-10,12.495,12.965,11.5725,12.2425
2014-12-11,12.2425,12.9025,11.1875,12.7725
2014-12-12,12.7725,13.91,11.5325,13.7525
2014-12-15,13.7525,14.3275,12.565,14.02
2014-12-16,14.02,16.555,12.5725,16.3075
2014-12-17,16.3075,19.0625,14.195,16.925
2014-12-18,16.925,16.925,13.9725,14.5975
2014-12-19,14.5975,14.775,11.845,14.51
2014-12-22,14.51,15.5775,14.0225,14.21
2014-12-23,14.21,16.115,13.5475,15.2975
2014-12-24,15.2975,15.6125,14.3,15.07
2014-12-26,15.07,16.355,14.3975,14.645
2014-12-29,14.645,15.0425,14.2175,14.5825
2014-12-30,14.5825,15.2225,14.1425,14.8625
2014-12-31,14.8625,15.4025,14.6025,15.12
2015-01-01,15.12,15.5075,14.755,15.025
2015-01-02,15.025,15.025,13.4825,13.795
2015-01-05,13.795,14.405,13.1525,14.1525
2015-01-06,14.1525,17.87,13.4575,17.42
2015-01-07,17.42,19.07,16.5025,18.14
2015-01-08,18.14,18.14,15.3825,16.4725
2015-01-09,16.4725,16.9075,14.4625,15.955
2015-01-12,15.955,17.5475,14.3725,16.11
2015-01-13,16.11,16.81,14.5725,16.4825
2015-01-14,16.4825,17.795,14.66,17.2475
2015-01-15,17.2475,17.2475,13.825,16.16
2015-01-16,16.16,17.4975,14.86,17.275
2015-01-19,17.275,18.29,14.555,17.65
2015-01-20,17.65,17.65,15.715,17.2725
2015-01-21,17.2725,18.1425,14.33,17.7125
2015-01-22,17.7125,18.7625,14.205,18.565
2015-01-23,18.565,18.74,13.46,17.885
2015-01-27,17.885,18.685,16.7775,18.085
2015-01-28,18.085,20.145,17.62,19.77
2015-01-29,19.77,20.5675,17.7025,19.4325
2015-01-30,19.4325,21.21,18.325,20.1725
2015-02-02,20.1725,21.365,19.855,20.405
2015-02-03,20.405,20.48,19.0025,19.8075
2015-02-04,19.8075,20.2925,17.9725,20.05
2015-02-05,20.05,20.89,18.26,20.615
2015-02-06,20.615,21.24,18.72,20.685
2015-02-09,20.685,22.1225,18.5875,22.015
2015-02-10,22.015,22.015,19.85,21.1925
2015-02-11,21.1925,21.5075,18.535,20.5025
2015-02-12,20.5025,20.96,17.93,20.1575
2015-02-13,20.1575,20.4475,16.98,20.1025
2015-02-16,20.1025,21.1175,17.475,20.825
2015-02-18,20.825,21.6475,18.6525,20.9125
2015-02-19,20.9125,21.9075,19.4025,20.3975
2015-02-20,20.3975,21.5,19.235,21.2675
2015-02-23,21.2675,22.02,19.405,21.6325
2015-02-24,21.6325,22.0675,20.9175,21.55
2015-02-25,21.55,21.55,20.215,20.775
2015-02-26,20.775,21.235,19.9425,20.58
2015-02-27,20.58,20.58,19.3,19.57
2015-02-28,19.57,19.57,16.6925,16.97
2015-03-02,16.97,16.97,15.7425,15.8475
2015-03-03,15.8475,15.9475,14.98,15.4925
2015-03-04,15.4925,15.4925,14.2975,15.1975
2015-03-05,15.1975,15.2475,13.97,14.4375
2015-03-09,14.4375,16.0075,13.315,15.8125
2015-03-10,15.8125,16.15,14.955,15.5325
2015-03-11,15.5325,15.61,14.245,15.13
2015-03-12,15.13,15.13,13.7825,14.75
2015-03-13,14.75,15.235,13.45,14.965
2015-03-16,14.965,15.37,14.3275,15.1775
2015-03-17,15.1775,15.4625,13.43,15.1275
2015-03-18,15.1275,15.7025,13.7225,15.5125
2015-03-19,15.5125,15.5125,12.89,15.1975
2015-03-20,15.1975,15.36,13.0825,14.26
2015-03-23,14.26,14.58,12.435,14.27
2015-03-24,14.27,14.49,12.4525,13.6725
2015-03-25,13.6725,13.9475,12.36,13.1425
2015-03-26,13.1425,15.6075,12.5175,15.1625
2015-03-27,15.1625,15.4025,14.37,14.5
2015-03-30,14.5,15.19,14.1075,14.2625
2015-03-31,14.2625,14.74,13.855,14.4925
2015-04-01,14.4925,14.6825,13.565,13.665
2015-04-06,13.665,15.0525,13.595,14.5725
2015-04-07,14.5725,14.895,13.98,14.25
2015-04-08,14.25,14.695,13.35,14.3475
2015-04-09,14.3475,14.8925,13.2875,14.4175
2015-04-10,14.4175,14.79,13.4275,14.255
2015-04-13,14.255,14.93,13.055,14.4875
2015-04-15,14.4875,14.985,13.34,14.62
2015-04-16,14.62,15.3,12.9675,14.95
2015-04-17,14.95,15.1775,13.62,15.04
2015-04-20,15.04,16.4225,13.6625,16.2975
2015-04-21,16.2975,17.34,15.2275,17.03
2015-04-22,17.03,18.3775,14.69,17.21
2015-04-23,17.21,19.435,14.965,18.5
2015-04-24,18.5,19.5925,17.36,19.105
2015-04-27,19.105,20.0875,16.2175,18.735
2015-04-28,18.735,18.895,16.745,17.41
